cfg_file,solver,sp_iter,obj,ref_obj,residual
MixedQP/10_1,OSQP,474,-1.427137321200389,-1.4271115911733379,2.5730027051196203e-05
MixedQP/10_2,ADAL,32,-1.1373739590783836,-1.1373784731691172,4.5140907336538305e-06
MixedQP/10_2,IRWA,30,-1.137386909528984,-1.1373784731691172,8.436359866692555e-06
MixedQP/10_2,OSQP,225,-1.137382155500696,-1.1373784731691172,3.6823315787692934e-06
MixedQP/10_3,ADAL,7,-0.5383224136527766,-0.538332331922081,9.918269304409755e-06
MixedQP/10_3,IRWA,7,-0.538337107243042,-0.538332331922081,4.775320960992424e-06
MixedQP/10_3,OSQP,185,-0.5383359676166459,-0.538332331922081,3.6356945649629324e-06
MixedQP/50_1,ADAL,197,1.0294954776862077,1.029502429521208,6.951835000323925e-06
MixedQP/50_1,IRWA,105,1.0294931708797437,1.029502429521208,9.258641464393591e-06
MixedQP/50_1,OSQP,1785,1.0294333743015134,1.029502429521208,6.905521969469142e-05
MixedQP/50_2,ADAL,83,-0.4058702237179672,-0.4058628089237273,7.414794239934963e-06
MixedQP/50_2,IRWA,133,-0.4058659636867379,-0.4058628089237273,3.1547630106043556e-06
MixedQP/50_2,OSQP,252,-0.4058667526446117,-0.4058628089237273,3.94372088441397e-06
MixedQP/50_3,ADAL,53,-0.41558432762228736,-0.4155650697748652,1.9257847422182728e-05
MixedQP/50_3,IRWA,135,-0.4155886836746808,-0.4155650697748652,2.3613899815644324e-05
MixedQP/50_3,OSQP,254,-0.4155734773765274,-0.4155650697748652,8.407601662208108e-06
MixedQP/100_1,ADAL,53,0.6270719127738136,0.6270914816787502,1.9568904936595466e-05
MixedQP/100_1,IRWA,411,0.6270752434218015,0.6270914816787502,1.623825694863079e-05
MixedQP/100_1,OSQP,232,0.6270850322065152,0.6270914816787502,6.4494722349373035e-06
MixedQP/100_2,ADAL,7,-0.6958703293190626,-0.6958710916914589,7.623723963234852e-07
MixedQP/100_2,IRWA,7,-0.6958731643335966,-0.6958710916914589,2.072642137695979e-06
MixedQP/100_2,OSQP,195,-0.6958713080916076,-0.6958710916914589,2.1640014868928859e-07
MixedQP/100_3,ADAL,11,-0.7116431248613769,-0.7116465912945158,3.466433138865632e-06
MixedQP/100_3,IRWA,11,-0.711652620629714,-0.7116465912945158,6.02933519822102e-06
MixedQP/100_3,OSQP,216,-0.7116474854329252,-0.7116465912945158,8.941384094240945e-07
MixedQP/200_1,ADAL,21,0.4071290238702747,0.40711547181771546,1.3552052559262506e-05
MixedQP/200_1,IRWA,25,0.40710793303567816,0.40711547181771546,7.538782037297409e-06
MixedQP/200_1,OSQP,221,0.4071166063801559,0.40711547181771546,1.1345624404413002e-06
MixedQP/200_2,ADAL,1,-0.7426379773285003,-0.7426408435931902,2.8662646898158783e-06
MixedQP/200_2,IRWA,1,-0.7426433968968325,-0.7426408435931902,2.5533036422942246e-06
MixedQP/200_2,OSQP,236,-0.7426408347881548,-0.7426408435931902,8.805035367487335e-09
MixedQP/200_3,ADAL,1,-0.6558350160519277,-0.6558308402771662,4.175774761527862e-06
MixedQP/200_3,IRWA,1,-0.6558330106030559,-0.6558308402771662,2.1703258896721422e-06
MixedQP/200_3,OSQP,231,-0.6558308380751885,-0.6558308402771662,2.2019777112802785e-09
TinyIRWA/300_1,ADAL,10,34595.77886850518,34595.75219430311,0.026674202068534214
TinyIRWA/300_2,ADAL,9,12910.382596411637,12910.382570854174,2.5557463231962174e-05
TinyIRWA/300_3,ADAL,9,Failure
TinyIRWA/300_1,IRWA,51,34596.93798364585,34595.7521943031,1.1857893427441013
TinyIRWA/300_2,IRWA,9,12910.388175791357,12910.382570854177,0.005604937179668923
TinyIRWA/300_3,IRWA,51,61701.99923222099,61699.2800260922,2.719206128786027
TinyIRWA/300_1,OSQP,283,34595.75219427867,34595.75219430311,2.4439941626042128e-08
TinyIRWA/300_2,OSQP,612,12910.382570724201,12910.382570854174,1.2997224985156208e-07
TinyIRWA/300_3,OSQP,226,61699.2800254913,61699.28002609225,6.009504431858659e-07
